source_program_key,source_opponent_label,canonical_opponent_key,canonical_opponent_name,current_d1,games_with_source_label,first_season,last_season,resolution_status,resolution_method,user_choice,audit_note
iowa-state,UNC-Wilmington,unc-wilmington,UNC Wilmington,Yes,1,2013-2014,2013-2014,RESOLVED,Iowa State fact-book/source-label normalization; current project program naming conventions; targeted institutional/reciprocal research for ambiguous historical aliases.,,Owner-approved NON_D1 sanity scan completed 2026-09-04; no remaining unresolved opponent identities.
iowa-state,UNLV,unlv,UNLV,Yes,3,1975-1976,2012-2013,RESOLVED,Iowa State fact-book/source-label normalization; current project program naming conventions; targeted institutional/reciprocal research for ambiguous historical aliases.,,Owner-approved NON_D1 sanity scan completed 2026-09-04; no remaining unresolved opponent identities.
iowa-state,USC,usc,USC,Yes,4,1958-1959,1971-1972,RESOLVED,Iowa State fact-book/source-label normalization; current project program naming conventions; targeted institutional/reciprocal research for ambiguous historical aliases.,,Owner-approved NON_D1 sanity scan completed 2026-09-04; no remaining unresolved opponent identities.
iowa-state,USC-Upstate,south-carolina-upstate,South Carolina Upstate,Yes,1,2007-2008,2007-2008,RESOLVED,Iowa State fact-book/source-label normalization; current project program naming conventions; targeted institutional/reciprocal research for ambiguous historical aliases.,,Owner-approved NON_D1 sanity scan completed 2026-09-04; no remaining unresolved opponent identities.
iowa-state,UT-Arlington,ut-arlington,UT Arlington,Yes,3,1991-1992,1997-1998,RESOLVED,Iowa State fact-book/source-label normalization; current project program naming conventions; targeted institutional/reciprocal research for ambiguous historical aliases.,,Owner-approved NON_D1 sanity scan completed 2026-09-04; no remaining unresolved opponent identities.
iowa-state,UT-Martin,ut-martin,UT Martin,Yes,1,1996-1997,1996-1997,RESOLVED,Iowa State fact-book/source-label normalization; current project program naming conventions; targeted institutional/reciprocal research for ambiguous historical aliases.,,Owner-approved NON_D1 sanity scan completed 2026-09-04; no remaining unresolved opponent identities.
iowa-state,UT-Rio Grande Valley,ut-rio-grande-valley,UT Rio Grande Valley,Yes,1,1996-1997,1996-1997,RESOLVED,Iowa State fact-book/source-label normalization; current project program naming conventions; targeted institutional/reciprocal research for ambiguous historical aliases.,,Owner-approved NON_D1 sanity scan completed 2026-09-04; no remaining unresolved opponent identities.
iowa-state,UTEP,utep,UTEP,Yes,2,1961-1962,1996-1997,RESOLVED,Iowa State fact-book/source-label normalization; current project program naming conventions; targeted institutional/reciprocal research for ambiguous historical aliases.,,Owner-approved NON_D1 sanity scan completed 2026-09-04; no remaining unresolved opponent identities.
iowa-state,UW-Milwaukee,milwaukee,Milwaukee,Yes,1,1995-1996,1995-1996,RESOLVED,Iowa State fact-book/source-label normalization; current project program naming conventions; targeted institutional/reciprocal research for ambiguous historical aliases.,,Owner-approved NON_D1 sanity scan completed 2026-09-04; no remaining unresolved opponent identities.
iowa-state,UW-Oshkosh,uw-oshkosh,UW-Oshkosh,No,3,1972-1973,1982-1983,RESOLVED,Iowa State fact-book/source-label normalization; current project program naming conventions; targeted institutional/reciprocal research for ambiguous historical aliases.,,Owner-approved NON_D1 sanity scan completed 2026-09-04; no remaining unresolved opponent identities.
iowa-state,UW-Parkside,uw-parkside,UW-Parkside,No,1,1980-1981,1980-1981,RESOLVED,Iowa State fact-book/source-label normalization; current project program naming conventions; targeted institutional/reciprocal research for ambiguous historical aliases.,,Owner-approved NON_D1 sanity scan completed 2026-09-04; no remaining unresolved opponent identities.
iowa-state,UW-River Falls,uw-river-falls,UW-River Falls,No,1,1973-1974,1973-1974,RESOLVED,Iowa State fact-book/source-label normalization; current project program naming conventions; targeted institutional/reciprocal research for ambiguous historical aliases.,,Owner-approved NON_D1 sanity scan completed 2026-09-04; no remaining unresolved opponent identities.
iowa-state,Utah,utah,Utah,Yes,5,1936-1937,2025-2026,RESOLVED,Iowa State fact-book/source-label normalization; current project program naming conventions; targeted institutional/reciprocal research for ambiguous historical aliases.,,Owner-approved NON_D1 sanity scan completed 2026-09-04; no remaining unresolved opponent identities.
iowa-state,Utah State,utah-state,Utah State,Yes,4,1950-1951,1963-1964,RESOLVED,Iowa State fact-book/source-label normalization; current project program naming conventions; targeted institutional/reciprocal research for ambiguous historical aliases.,,Owner-approved NON_D1 sanity scan completed 2026-09-04; no remaining unresolved opponent identities.
iowa-state,VCU,vcu,VCU,Yes,1,2023-2024,2023-2024,RESOLVED,Iowa State fact-book/source-label normalization; current project program naming conventions; targeted institutional/reciprocal research for ambiguous historical aliases.,,Owner-approved NON_D1 sanity scan completed 2026-09-04; no remaining unresolved opponent identities.
iowa-state,Va. Comm.,vcu,VCU,Yes,2,1993-1994,1994-1995,RESOLVED,Iowa State fact-book/source-label normalization; current project program naming conventions; targeted institutional/reciprocal research for ambiguous historical aliases.,,Owner-approved NON_D1 sanity scan completed 2026-09-04; no remaining unresolved opponent identities.
iowa-state,Vanderbilt,vanderbilt,Vanderbilt,Yes,8,1935-1936,2016-2017,RESOLVED,Iowa State fact-book/source-label normalization; current project program naming conventions; targeted institutional/reciprocal research for ambiguous historical aliases.,,Owner-approved NON_D1 sanity scan completed 2026-09-04; no remaining unresolved opponent identities.
iowa-state,Villanova,villanova,Villanova,Yes,2,1961-1962,2022-2023,RESOLVED,Iowa State fact-book/source-label normalization; current project program naming conventions; targeted institutional/reciprocal research for ambiguous historical aliases.,,Owner-approved NON_D1 sanity scan completed 2026-09-04; no remaining unresolved opponent identities.
iowa-state,Virginia,virginia,Virginia,Yes,4,2003-2004,2015-2016,RESOLVED,Iowa State fact-book/source-label normalization; current project program naming conventions; targeted institutional/reciprocal research for ambiguous historical aliases.,,Owner-approved NON_D1 sanity scan completed 2026-09-04; no remaining unresolved opponent identities.
iowa-state,Virginia Tech,virginia-tech,Virginia Tech,Yes,3,1984-1985,2023-2024,RESOLVED,Iowa State fact-book/source-label normalization; current project program naming conventions; targeted institutional/reciprocal research for ambiguous historical aliases.,,Owner-approved NON_D1 sanity scan completed 2026-09-04; no remaining unresolved opponent identities.
iowa-state,Wagner,wagner,Wagner,Yes,1,2004-2005,2004-2005,RESOLVED,Iowa State fact-book/source-label normalization; current project program naming conventions; targeted institutional/reciprocal research for ambiguous historical aliases.,,Owner-approved NON_D1 sanity scan completed 2026-09-04; no remaining unresolved opponent identities.
iowa-state,Washburn,washburn,Washburn,No,1,1969-1970,1969-1970,RESOLVED,Iowa State fact-book/source-label normalization; current project program naming conventions; targeted institutional/reciprocal research for ambiguous historical aliases.,,Owner-approved NON_D1 sanity scan completed 2026-09-04; no remaining unresolved opponent identities.
iowa-state,Washington,washington,Washington,Yes,5,1959-1960,1984-1985,RESOLVED,Iowa State fact-book/source-label normalization; current project program naming conventions; targeted institutional/reciprocal research for ambiguous historical aliases.,,Owner-approved NON_D1 sanity scan completed 2026-09-04; no remaining unresolved opponent identities.
iowa-state,Washington (Mo.),washington-university-in-st-louis,Washington University in St. Louis,No,20,1911-1912,1927-1928,RESOLVED,Iowa State fact-book/source-label normalization; current project program naming conventions; targeted institutional/reciprocal research for ambiguous historical aliases.,,Owner-approved NON_D1 sanity scan completed 2026-09-04; no remaining unresolved opponent identities.
iowa-state,Washington St.,washington-state,Washington State,Yes,1,2023-2024,2023-2024,RESOLVED,Iowa State fact-book/source-label normalization; current project program naming conventions; targeted institutional/reciprocal research for ambiguous historical aliases.,,Owner-approved NON_D1 sanity scan completed 2026-09-04; no remaining unresolved opponent identities.
iowa-state,West Virginia,west-virginia,West Virginia,Yes,26,2012-2013,2025-2026,RESOLVED,Iowa State fact-book/source-label normalization; current project program naming conventions; targeted institutional/reciprocal research for ambiguous historical aliases.,,Owner-approved NON_D1 sanity scan completed 2026-09-04; no remaining unresolved opponent identities.
iowa-state,Western Carolina,western-carolina,Western Carolina,Yes,3,1994-1995,2011-2012,RESOLVED,Iowa State fact-book/source-label normalization; current project program naming conventions; targeted institutional/reciprocal research for ambiguous historical aliases.,,Owner-approved NON_D1 sanity scan completed 2026-09-04; no remaining unresolved opponent identities.
iowa-state,Western Illinois,western-illinois,Western Illinois,Yes,7,1973-1974,2017-2018,RESOLVED,Iowa State fact-book/source-label normalization; current project program naming conventions; targeted institutional/reciprocal research for ambiguous historical aliases.,,Owner-approved NON_D1 sanity scan completed 2026-09-04; no remaining unresolved opponent identities.
iowa-state,Western Michigan,western-michigan,Western Michigan,Yes,1,2022-2023,2022-2023,RESOLVED,Iowa State fact-book/source-label normalization; current project program naming conventions; targeted institutional/reciprocal research for ambiguous historical aliases.,,Owner-approved NON_D1 sanity scan completed 2026-09-04; no remaining unresolved opponent identities.
iowa-state,Wichita State,wichita-state,Wichita State,Yes,2,1960-1961,2002-2003,RESOLVED,Iowa State fact-book/source-label normalization; current project program naming conventions; targeted institutional/reciprocal research for ambiguous historical aliases.,,Owner-approved NON_D1 sanity scan completed 2026-09-04; no remaining unresolved opponent identities.
iowa-state,William & Mary,william-mary,William & Mary,Yes,1,1979-1980,1979-1980,RESOLVED,Iowa State fact-book/source-label normalization; current project program naming conventions; targeted institutional/reciprocal research for ambiguous historical aliases.,,Owner-approved NON_D1 sanity scan completed 2026-09-04; no remaining unresolved opponent identities.
iowa-state,Winston-Salem St.,winston-salem-state,Winston-Salem State,No,1,2007-2008,2007-2008,RESOLVED,Iowa State fact-book/source-label normalization; current project program naming conventions; targeted institutional/reciprocal research for ambiguous historical aliases.,,Owner-approved NON_D1 sanity scan completed 2026-09-04; no remaining unresolved opponent identities.
iowa-state,Wisconsin,wisconsin,Wisconsin,Yes,9,1929-1930,2021-2022,RESOLVED,Iowa State fact-book/source-label normalization; current project program naming conventions; targeted institutional/reciprocal research for ambiguous historical aliases.,,Owner-approved NON_D1 sanity scan completed 2026-09-04; no remaining unresolved opponent identities.
iowa-state,Wyoming,wyoming,Wyoming,Yes,4,1956-1957,1995-1996,RESOLVED,Iowa State fact-book/source-label normalization; current project program naming conventions; targeted institutional/reciprocal research for ambiguous historical aliases.,,Owner-approved NON_D1 sanity scan completed 2026-09-04; no remaining unresolved opponent identities.
iowa-state,Xavier,xavier,Xavier,Yes,3,2003-2004,2021-2022,RESOLVED,Iowa State fact-book/source-label normalization; current project program naming conventions; targeted institutional/reciprocal research for ambiguous historical aliases.,,Owner-approved NON_D1 sanity scan completed 2026-09-04; no remaining unresolved opponent identities.
iowa-state,Yale,yale,Yale,Yes,1,2012-2013,2012-2013,RESOLVED,Iowa State fact-book/source-label normalization; current project program naming conventions; targeted institutional/reciprocal research for ambiguous historical aliases.,,Owner-approved NON_D1 sanity scan completed 2026-09-04; no remaining unresolved opponent identities.
